2022-05-17 14:05:729 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 16:05:893 INFO  HomePage :66 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (1ad0d64bbcb9dda6918b7795b5dd0426)] -> link text: Register]
2022-05-17 16:05:898 INFO  RegisterPage :133 - Click on 'REGISTER' button<br>
2022-05-17 16:05:112 INFO  RegisterPage :142 - get error message from ' Password '<br>
2022-05-17 16:05:847 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 16:05:396 INFO  HomePage :66 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (807b9cab897e831eb2c38ddf68e75715)] -> link text: Register]
2022-05-17 16:05:400 INFO  RegisterPage :133 - Click on 'REGISTER' button<br>
2022-05-17 16:05:595 INFO  RegisterPage :142 - get error message from ' ConfirmPassword '<br>
2022-05-17 16:05:377 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 16:05:07 INFO  HomePage :66 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (63e5a2d09d50e46a83ebbee9eaebffb3)] -> link text: Register]
2022-05-17 16:05:50 INFO  RegisterPage :93 - Select 'Female' radio button<br>
2022-05-17 16:05:168 INFO  RegisterPage :102 - Enter Firstname : 'blue' to firstName field<br>
2022-05-17 16:05:248 INFO  RegisterPage :107 - Enter Lastname : 'ocean' to lastName field<br>
2022-05-17 16:05:492 INFO  RegisterPage :114 - Select day : '22', month : 'February', year : '1980'<br>
2022-05-17 16:05:567 INFO  RegisterPage :119 - Enter Email : 'HZLfU@gmail.com' to email field<br>
2022-05-17 16:05:644 INFO  LoginPage :60 - Enter password Abcd1234 to password field [[ChromeDriver: chrome on WINDOWS (63e5a2d09d50e46a83ebbee9eaebffb3)] -> name: Password]<br>
2022-05-17 16:05:721 INFO  RegisterPage :129 - Enter Confirm password : 'Abcd1234' to confirm password field<br>
2022-05-17 16:05:724 INFO  RegisterPage :133 - Click on 'REGISTER' button<br>
2022-05-17 16:05:568 INFO  RegisterPage :151 - Get your reg completed text : [[ChromeDriver: chrome on WINDOWS (63e5a2d09d50e46a83ebbee9eaebffb3)] -> css selector: .result]<br>
2022-05-17 16:05:639 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 16:05:03 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 16:05:167 INFO  ComputerPage :32 - Get pageTitle text : [[ChromeDriver: chrome on WINDOWS (9967bff2f91c3df1b0b74c9e2de34b14)] -> css selector: div[class='page-title'] h1]<br>
2022-05-17 16:05:908 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 16:05:86 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 16:05:822 INFO  ComputerPage :32 - Get pageTitle text : [[ChromeDriver: chrome on WINDOWS (52ce648dfbf5146a149979a1f67dfc34)] -> css selector: div[class='page-title'] h1]<br>
2022-05-17 16:05:911 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 16:05:190 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 16:05:967 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 16:05:755 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 16:05:490 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 16:05:680 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:913 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:357 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:926 INFO  ComputerPage :33 - Get pageTitle text : [[ChromeDriver: chrome on WINDOWS (140a8578d447a0bcf26cd90203657058)] -> css selector: div[class='page-title'] h1]<br>
2022-05-17 17:05:715 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:406 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:579 INFO  ComputerPage :33 - Get pageTitle text : [[ChromeDriver: chrome on WINDOWS (47ddf4d6e68639a12420eb6a0cee4052)] -> css selector: div[class='page-title'] h1]<br>
2022-05-17 17:05:668 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:687 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:389 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:629 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:711 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:633 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:539 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:643 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:476 INFO  DesktopsPage :57 - Click on product 'Build your own computer' : Build your own computer<br>
2022-05-17 17:05:818 INFO  BuildYourOwnComputerPage :62 - Select processor '2.2 GHz Intel Pentium Dual-Core E2200'<br>
2022-05-17 17:05:887 INFO  BuildYourOwnComputerPage :67 - Select RAM '2 GB'<br>
2022-05-17 17:05:947 INFO  BuildYourOwnComputerPage :74 - Select HDD '320 GB'<br>
2022-05-17 17:05:07 INFO  BuildYourOwnComputerPage :84 - Select HDD 'Vista Home [+$50.00]'<br>
2022-05-17 17:05:65 INFO  BuildYourOwnComputerPage :94 - Select Software '[[ChromeDriver: chrome on WINDOWS (9760ac9d2a5bbfe0a29fa6a7793d50ad)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]'<br>
2022-05-17 17:05:108 INFO  BuildYourOwnComputerPage :102 - Click on 'ADD TO CART' Button<br>
2022-05-17 17:05:466 INFO  BuildYourOwnComputerPage :107 - Get productAdded Message : The product has been added to your shopping cart<br>
2022-05-17 17:05:255 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:79 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:22 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:135 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:272 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:332 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:580 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:500 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:549 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:643 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:137 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:905 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:951 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:130 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:56 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:972 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:783 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:396 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:976 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:87 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:578 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:799 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:659 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:679 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:373 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:758 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:261 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:741 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:966 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:947 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:956 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:520 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:165 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:187 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:876 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:188 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:810 INFO  ComputerPage :40 - Click on 'Desktops' link <br>
2022-05-17 17:05:624 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:982 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:123 INFO  ComputerPage :40 - Click on 'Desktops' link <br>
2022-05-17 17:05:899 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 17:05:31 INFO  HomePage :95 - Click on 'Computers' tab <br>
2022-05-17 17:05:632 INFO  ComputerPage :40 - Click on 'Desktops' link <br>
